mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
3386748,"Tama silt loam, driftless, 6 to 12 percent slopes, moderately eroded",Tama,90,Well drained,22.0,90.0,0.75,5.8,0.19,27.0,4.0,69.0,1.45,21.5,FIELD_0023
398231,"Eitzen silt loam, occasionally flooded",Eitzen,85,Well drained,0.0,20.0,3.0,6.5,0.23,21.5,11.2,67.3,1.4,17.0,FIELD_0023
398236,"Eitzen silt loam, channeled, 1 to 6 percent slopes",Eitzen,85,Well drained,0.0,20.0,3.0,6.5,0.23,21.5,11.2,67.3,1.4,17.0,FIELD_0023
398264,"Lindstrom silt loam, 2 to 6 percent slopes",Lindstrom,85,Well drained,0.0,23.0,4.0,6.5,0.21,15.0,14.0,71.0,1.38,13.5,FIELD_0023
398281,"Lacrescent cobbly silty clay loam, 45 to 70 percent slopes",Lacrescent,85,Well drained,0.0,43.0,4.0,7.0,0.19,27.5,19.1,53.4,1.33,21.0,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Downs,85,Well drained,0.0,20.0,2.5,6.2,0.22,21.0,5.0,74.0,1.4,18.0,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Downs,85,Well drained,0.0,20.0,2.5,6.2,0.22,21.0,5.0,74.0,1.4,18.0,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Downs,85,Well drained,0.0,20.0,2.5,6.2,0.22,21.0,5.0,74.0,1.4,18.0,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Fayette,85,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Fayette,85,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Fayette,85,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Tama,85,Well drained,0.0,15.0,3.5,6.2,0.23,25.0,7.0,68.0,1.36,21.7,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Tama,85,Well drained,15.0,36.0,3.0,6.2,0.23,27.0,4.0,69.0,1.3,22.7,FIELD_0023
398231,"Eitzen silt loam, occasionally flooded",Eitzen,85,Well drained,20.0,122.0,1.5,5.8,0.21,22.5,9.5,68.0,1.38,14.0,FIELD_0023
398236,"Eitzen silt loam, channeled, 1 to 6 percent slopes",Eitzen,85,Well drained,20.0,122.0,2.5,5.8,0.21,22.5,9.5,68.0,1.38,16.0,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Downs,85,Well drained,20.0,43.0,0.75,6.2,0.22,21.0,5.0,74.0,1.38,17.1,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Downs,85,Well drained,20.0,43.0,0.75,6.2,0.22,21.0,5.0,74.0,1.38,17.1,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Downs,85,Well drained,20.0,43.0,0.75,6.2,0.22,21.0,5.0,74.0,1.38,17.1,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Fayette,85,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Fayette,85,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Fayette,85,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0023
398264,"Lindstrom silt loam, 2 to 6 percent slopes",Lindstrom,85,Well drained,23.0,41.0,4.0,6.5,0.21,15.0,14.0,71.0,1.28,13.5,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Fayette,85,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Fayette,85,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Fayette,85,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Beavercreek,70,Well drained,0.0,13.0,1.5,6.7,0.18,11.5,62.5,26.0,1.45,9.0,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Beavercreek,70,Well drained,13.0,30.0,0.75,6.7,0.16,11.5,30.4,58.1,1.45,7.0,FIELD_0023
398314,"Huntsville-Beavercreek silt loams, channeled",Huntsville,65,Well drained,0.0,84.0,3.5,6.7,0.23,22.5,9.5,68.0,1.25,18.0,FIELD_0023
398303,"Newhouse-Valton silt loams, 6 to 12 percent slopes",Newhouse,60,Well drained,0.0,23.0,3.5,6.5,0.23,17.5,13.6,68.9,1.4,16.0,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Lamoille,60,Well drained,0.0,10.0,2.0,6.7,0.23,19.5,26.7,53.8,1.3,14.0,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Lamoille,60,Well drained,10.0,68.0,0.75,5.6,0.14,45.0,26.1,28.9,1.5,24.0,FIELD_0023
398303,"Newhouse-Valton silt loams, 6 to 12 percent slopes",Newhouse,60,Well drained,23.0,64.0,1.5,6.2,0.21,24.0,9.3,66.7,1.53,15.0,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Blackhammer,55,Well drained,0.0,20.0,1.5,6.2,0.23,16.0,10.0,74.0,1.46,13.8,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Blackhammer,55,Well drained,0.0,20.0,1.5,6.2,0.23,16.0,10.0,74.0,1.46,13.8,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Blackhammer,55,Well drained,0.0,20.0,1.5,6.2,0.23,16.0,10.0,74.0,1.47,13.8,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Lamoille,55,Well drained,0.0,10.0,2.0,6.7,0.23,19.5,26.7,53.8,1.3,14.0,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Nodine,55,Well drained,0.0,18.0,2.0,6.5,0.23,17.5,29.1,53.4,1.38,13.0,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Lamoille,55,Well drained,10.0,68.0,0.75,5.6,0.14,20.0,26.5,53.5,1.5,12.0,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Nodine,55,Well drained,18.0,25.0,0.75,5.8,0.23,21.0,26.3,52.7,1.43,12.0,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Blackhammer,55,Well drained,20.0,46.0,0.5,5.8,0.2,20.0,9.0,71.0,1.46,16.2,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Blackhammer,55,Well drained,20.0,46.0,0.5,5.8,0.2,20.0,9.0,71.0,1.46,16.2,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Blackhammer,55,Well drained,20.0,46.0,0.5,5.8,0.2,20.0,9.0,71.0,1.46,16.2,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Nodine,55,Well drained,25.0,152.0,0.55,5.6,0.12,26.5,26.3,47.2,1.5,14.0,FIELD_0023
398304,"Newhouse-Valton silt loams, 12 to 20 percent slopes",Newhouse,50,Well drained,0.0,23.0,3.5,6.5,0.23,17.5,13.6,68.9,1.4,16.0,FIELD_0023
398304,"Newhouse-Valton silt loams, 12 to 20 percent slopes",Newhouse,50,Well drained,23.0,64.0,1.5,6.2,0.21,24.0,9.3,66.7,1.53,15.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Nodine,45,Well drained,0.0,18.0,2.0,6.5,0.23,17.5,29.1,53.4,1.38,13.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Nodine,45,Well drained,18.0,25.0,0.75,5.8,0.23,21.0,26.3,52.7,1.43,12.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Nodine,45,Well drained,25.0,152.0,0.55,5.6,0.12,26.5,26.3,47.2,1.5,14.0,FIELD_0023
398304,"Newhouse-Valton silt loams, 12 to 20 percent slopes",Valton,40,Well drained,0.0,23.0,2.0,6.2,0.2,15.0,14.0,71.0,1.33,12.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Rollingstone,40,Well drained,0.0,15.0,2.0,6.5,0.23,18.5,27.1,54.4,1.38,13.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Rollingstone,40,Well drained,15.0,33.0,0.75,5.8,0.23,21.0,26.3,52.7,1.43,12.0,FIELD_0023
398304,"Newhouse-Valton silt loams, 12 to 20 percent slopes",Valton,40,Well drained,23.0,84.0,0.75,6.2,0.17,26.5,9.0,64.5,1.38,15.0,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Dorerton,35,Well drained,0.0,8.0,1.5,6.2,0.22,14.0,30.4,55.6,1.35,10.0,FIELD_0023
398303,"Newhouse-Valton silt loams, 6 to 12 percent slopes",Valton,35,Well drained,0.0,23.0,2.0,6.2,0.2,15.0,14.0,71.0,1.33,12.0,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Rollingstone,35,Well drained,0.0,15.0,2.0,6.5,0.23,18.5,27.1,54.4,1.38,13.0,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Dorerton,35,Well drained,8.0,28.0,0.75,6.2,0.18,26.5,23.5,50.0,1.38,15.0,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Rollingstone,35,Well drained,15.0,33.0,0.75,5.8,0.23,21.0,26.3,52.7,1.43,12.0,FIELD_0023
398303,"Newhouse-Valton silt loams, 6 to 12 percent slopes",Valton,35,Well drained,23.0,84.0,0.75,6.2,0.17,26.5,9.0,64.5,1.38,15.0,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Dorerton,35,Well drained,28.0,64.0,0.55,6.5,0.11,26.5,37.2,36.3,1.33,15.0,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Elbaville,25,Well drained,0.0,13.0,1.5,6.5,0.22,18.5,27.1,54.4,1.4,12.0,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Elbaville,25,Well drained,13.0,56.0,0.75,6.2,0.18,26.5,20.5,53.0,1.43,16.0,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Southridge,20,Well drained,0.0,20.0,2.5,6.2,0.23,18.0,10.0,72.0,1.38,14.1,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Southridge,20,Well drained,0.0,20.0,2.5,6.2,0.23,18.0,10.0,72.0,1.38,14.1,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Southridge,20,Well drained,0.0,20.0,2.5,6.2,0.23,18.0,10.0,72.0,1.38,14.1,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Arenzville,20,Moderately well drained,0.0,25.0,2.0,6.7,0.22,14.0,14.2,71.8,1.38,11.0,FIELD_0023
398314,"Huntsville-Beavercreek silt loams, channeled",Beavercreek,20,Well drained,0.0,13.0,2.5,6.7,0.21,14.0,30.4,55.6,1.38,12.0,FIELD_0023
398314,"Huntsville-Beavercreek silt loams, channeled",Beavercreek,20,Well drained,13.0,30.0,0.75,6.7,0.16,11.5,30.4,58.1,1.45,7.0,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Southridge,20,Well drained,20.0,40.0,0.5,5.8,0.2,20.0,9.0,71.0,1.41,16.2,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Southridge,20,Well drained,20.0,40.0,0.5,5.8,0.2,20.0,9.0,71.0,1.41,16.2,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Southridge,20,Well drained,20.0,40.0,0.5,5.8,0.2,20.0,9.0,71.0,1.41,16.2,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Arenzville,20,Moderately well drained,25.0,117.0,0.75,6.7,0.2,20.0,37.4,42.6,1.35,12.0,FIELD_0023
398231,"Eitzen silt loam, occasionally flooded",Lindstrom,15,Well drained,0.0,18.0,4.0,6.5,0.21,21.0,11.3,67.7,1.25,19.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Seaton,15,Well drained,0.0,20.0,2.0,6.5,0.23,16.0,13.9,70.1,1.28,13.5,FIELD_0023
398231,"Eitzen silt loam, occasionally flooded",Lindstrom,15,Well drained,18.0,68.0,2.5,6.5,0.24,21.0,11.3,67.7,1.25,16.0,FIELD_0023
398305,"Nodine-Rollingstone silt loams, 4 to 12 percent slopes, eroded",Seaton,15,Well drained,20.0,109.0,0.75,5.9,0.21,22.5,9.5,68.0,1.4,13.5,FIELD_0023
398314,"Huntsville-Beavercreek silt loams, channeled",Root,10,,,,,,,,,,,,FIELD_0023
398236,"Eitzen silt loam, channeled, 1 to 6 percent slopes",Port Byron,10,Well drained,0.0,38.0,3.0,6.8,0.23,22.0,10.0,68.0,1.34,18.9,FIELD_0023
398264,"Lindstrom silt loam, 2 to 6 percent slopes",Barremills,10,Well drained,0.0,23.0,3.5,6.5,0.23,17.0,14.0,69.0,1.38,15.1,FIELD_0023
398283,Root silt loam,Kalmarville,10,Poorly drained,0.0,25.0,3.0,7.2,0.16,11.5,67.5,21.0,1.43,12.0,FIELD_0023
398304,"Newhouse-Valton silt loams, 12 to 20 percent slopes",Eitzen,10,Well drained,0.0,20.0,3.0,6.5,0.23,21.5,11.2,67.3,1.4,17.0,FIELD_0023
398304,"Newhouse-Valton silt loams, 12 to 20 percent slopes",Eitzen,10,Well drained,20.0,122.0,1.5,5.8,0.21,22.5,9.5,68.0,1.38,14.0,FIELD_0023
398264,"Lindstrom silt loam, 2 to 6 percent slopes",Barremills,10,Well drained,23.0,69.0,3.5,6.5,0.23,17.0,14.0,69.0,1.31,15.1,FIELD_0023
398283,Root silt loam,Kalmarville,10,Poorly drained,25.0,68.0,0.75,7.2,0.16,13.0,77.0,10.0,1.45,8.0,FIELD_0023
398281,"Lacrescent cobbly silty clay loam, 45 to 70 percent slopes",Rock outcrop,9,,0.0,200.0,,,0.0,,,,,,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Brinkman,9,Moderately well drained,0.0,20.0,2.5,6.2,0.23,18.0,10.0,72.0,1.42,15.6,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Newhouse,9,Well drained,0.0,20.0,1.75,6.2,0.23,18.0,10.0,72.0,1.46,13.8,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Brinkman,9,Moderately well drained,20.0,180.0,0.5,6.2,0.21,22.0,10.0,68.0,1.44,17.6,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Newhouse,9,Well drained,20.0,33.0,0.5,5.8,0.2,20.0,9.0,71.0,1.41,16.2,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Mickle,8,Moderately well drained,0.0,20.0,2.5,6.2,0.23,17.0,14.0,69.0,1.41,14.9,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Lamoille,8,Well drained,0.0,20.0,1.5,6.6,0.23,16.0,10.0,74.0,1.46,13.8,FIELD_0023
398302,"Lamoille-Dorerton silt loams, 30 to 45 percent slopes",Rock outcrop,8,,0.0,200.0,,,0.0,,,,,,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Rock outcrop,8,,0.0,200.0,,,0.0,,,,,,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Mickle,8,Moderately well drained,20.0,30.0,2.5,6.2,0.23,17.0,14.0,69.0,1.31,14.9,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Lamoille,8,Well drained,20.0,30.0,0.75,6.6,0.21,24.0,11.0,65.0,1.45,19.3,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Newhouse,7,Well drained,0.0,20.0,1.5,6.2,0.23,16.0,10.0,74.0,1.46,13.8,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Rollingstone,7,Well drained,0.0,20.0,2.5,6.7,0.19,19.0,6.0,75.0,1.4,10.3,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Nodine,7,Well drained,0.0,17.0,2.0,6.5,0.23,16.0,10.0,74.0,1.45,13.9,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Rollingstone,7,Well drained,0.0,20.0,2.5,6.7,0.19,19.0,6.0,75.0,1.4,10.3,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Nodine,7,Well drained,17.0,41.0,1.0,5.8,0.2,20.0,9.0,71.0,1.45,16.6,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Newhouse,7,Well drained,20.0,33.0,0.5,5.8,0.2,20.0,9.0,71.0,1.41,16.2,FIELD_0023
398300,"Blackhammer-Southridge complex, 6 to 12 percent slopes, moderately eroded",Rollingstone,7,Well drained,20.0,33.0,0.75,5.7,0.14,29.0,8.0,63.0,1.4,15.4,FIELD_0023
398301,"Blackhammer-Southridge complex, 12 to 20 percent slopes, moderately eroded",Rollingstone,7,Well drained,20.0,33.0,0.75,5.7,0.14,29.0,8.0,63.0,1.4,15.4,FIELD_0023
398314,"Huntsville-Beavercreek silt loams, channeled",Newalbin,5,,,,,,,,,,,,FIELD_0023
398236,"Eitzen silt loam, channeled, 1 to 6 percent slopes",Mt. Carroll,5,Well drained,0.0,20.0,3.0,6.5,0.23,19.0,10.0,71.0,1.4,16.5,FIELD_0023
398264,"Lindstrom silt loam, 2 to 6 percent slopes",Tama,5,Well drained,0.0,15.0,3.5,6.2,0.23,25.0,7.0,68.0,1.36,21.3,FIELD_0023
398281,"Lacrescent cobbly silty clay loam, 45 to 70 percent slopes",Boone,5,Excessively drained,0.0,20.0,0.75,5.4,0.09,2.0,92.0,6.0,1.61,,FIELD_0023
398299,"Blackhammer-Southridge complex, 2 to 6 percent slopes",Reedsburg,5,Somewhat poorly drained,0.0,20.0,2.0,7.0,0.23,17.0,11.0,72.0,1.45,14.7,FIELD_0023
398303,"Newhouse-Valton silt loams, 6 to 12 percent slopes",Eitzen,5,Well drained,0.0,20.0,3.0,6.5,0.23,21.5,11.2,67.3,1.4,17.0,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Chaseburg,5,Moderately well drained,0.0,22.0,2.5,7.0,0.23,14.0,14.2,71.8,1.45,12.5,FIELD_0023
398306,"Nodine-Rollingstone silt loams, 12 to 20 percent slopes, eroded",Seaton,5,Well drained,0.0,20.0,2.0,6.5,0.23,16.0,13.9,70.1,1.28,13.5,FIELD_0023
398307,"Lamoille-Elbaville silt loams, 20 to 30 percent slopes",Sogn,5,Somewhat excessively drained,0.0,36.0,3.0,7.3,0.2,21.5,26.1,52.4,1.18,17.0,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Elbaville,5,Well drained,0.0,13.0,5.0,5.8,0.23,12.0,14.0,74.0,1.28,11.2,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Root,5,Poorly drained,0.0,30.0,4.0,7.2,0.22,11.5,32.3,56.2,1.35,14.0,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Fayette,5,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Newvienna,5,Moderately well drained,0.0,18.0,2.5,6.5,0.23,17.0,8.0,75.0,1.43,14.9,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Tama,5,Well drained,0.0,15.0,3.5,6.2,0.23,25.0,7.0,68.0,1.36,21.7,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Downs,5,Well drained,0.0,20.0,3.0,6.2,0.22,21.0,5.0,74.0,1.39,18.1,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Nasset,5,Well drained,0.0,15.0,2.5,6.5,0.23,18.0,7.0,75.0,1.4,15.6,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Newvienna,5,Moderately well drained,0.0,18.0,2.5,6.5,0.23,17.0,8.0,75.0,1.43,14.9,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Downs,5,Well drained,0.0,18.0,1.5,6.2,0.22,28.0,5.0,67.0,1.44,22.8,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Nasset,5,Well drained,0.0,15.0,2.5,6.5,0.23,18.0,7.0,75.0,1.4,15.6,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Newvienna,5,Moderately well drained,0.0,18.0,2.5,6.5,0.23,17.0,8.0,75.0,1.43,14.9,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Downs,5,Well drained,0.0,20.0,3.0,6.2,0.22,21.0,5.0,74.0,1.39,18.1,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Palsgrove,5,Well drained,0.0,25.0,1.5,6.5,0.23,24.0,9.0,67.0,1.41,19.9,FIELD_0023
3386743,"Fayette silt loam, 2 to 6 percent slopes",Village,5,Well drained,0.0,20.0,2.5,6.2,0.22,22.0,4.0,74.0,1.38,18.0,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Dubuque,5,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Palsgrove,5,Well drained,0.0,25.0,1.5,6.5,0.23,24.0,9.0,67.0,1.41,19.9,FIELD_0023
3386744,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Village,5,Well drained,0.0,20.0,2.5,6.2,0.22,22.0,4.0,74.0,1.38,18.0,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Dubuque,5,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.34,17.8,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Palsgrove,5,Well drained,0.0,25.0,1.5,6.2,0.23,24.0,9.0,67.0,1.41,19.9,FIELD_0023
3386745,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Village,5,Well drained,0.0,20.0,2.5,6.2,0.22,22.0,4.0,74.0,1.38,18.7,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Dinsdale,5,Moderately well drained,0.0,18.0,3.5,6.4,0.18,26.0,8.0,66.0,1.38,22.1,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Garwin,5,Poorly drained,0.0,20.0,6.5,6.5,0.2,32.0,2.0,66.0,1.29,27.3,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Muscatine,5,Somewhat poorly drained,0.0,18.0,5.0,5.6,0.23,26.0,3.0,71.0,1.27,22.4,FIELD_0023
3386747,"Tama silt loam, driftless, 2 to 6 percent slopes",Dinsdale,5,Moderately well drained,0.0,18.0,3.5,6.4,0.18,26.0,8.0,66.0,1.38,22.1,FIELD_0023
3386747,"Tama silt loam, driftless, 2 to 6 percent slopes",Muscatine,5,Somewhat poorly drained,0.0,18.0,5.0,5.6,0.23,26.0,3.0,71.0,1.27,22.4,FIELD_0023
3386748,"Tama silt loam, driftless, 6 to 12 percent slopes, moderately eroded",Ashdale,5,Well drained,0.0,38.0,3.0,6.2,0.23,15.0,14.0,71.0,1.39,13.4,FIELD_0023
3386748,"Tama silt loam, driftless, 6 to 12 percent slopes, moderately eroded",Tama,5,Well drained,0.0,10.0,3.5,6.2,0.23,25.0,7.0,68.0,1.36,21.7,FIELD_0023
3386748,"Tama silt loam, driftless, 6 to 12 percent slopes, moderately eroded",Tama,5,Well drained,10.0,78.0,0.75,5.8,0.19,27.0,4.0,69.0,1.45,21.5,FIELD_0023
398309,"Beavercreek-Arenzville complex, 1 to 12 percent slopes",Elbaville,5,Well drained,13.0,20.0,0.75,6.2,0.21,13.0,15.0,72.0,1.53,11.1,FIELD_0023
398264,"Lindstrom silt loam, 2 to 6 percent slopes",Tama,5,Well drained,15.0,36.0,3.0,6.2,0.23,27.0,4.0,69.0,1.3,22.7,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Tama,5,Well drained,15.0,22.0,2.0,6.2,0.23,27.0,4.0,69.0,1.3,22.3,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Nasset,5,Well drained,15.0,30.0,0.75,6.5,0.21,17.0,8.0,75.0,1.44,14.2,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Nasset,5,Well drained,15.0,30.0,0.75,6.5,0.21,17.0,8.0,75.0,1.44,14.2,FIELD_0023
3386731,"Downs silt loam, 2 to 6 percent slopes, moderately eroded",Newvienna,5,Moderately well drained,18.0,94.0,0.75,5.8,0.21,27.0,9.0,64.0,1.46,21.5,FIELD_0023
3386732,"Downs silt loam, 6 to 12 percent slopes, moderately eroded",Newvienna,5,Moderately well drained,18.0,94.0,0.75,5.8,0.21,27.0,9.0,64.0,1.46,21.5,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Downs,5,Well drained,18.0,107.0,0.25,6.5,0.19,25.0,5.0,70.0,1.46,19.2,FIELD_0023
3386733,"Downs silt loam, 12 to 18 percent slopes, moderately eroded",Newvienna,5,Moderately well drained,18.0,94.0,0.75,5.8,0.21,27.0,9.0,64.0,1.46,21.5,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Dinsdale,5,Moderately well drained,18.0,30.0,2.5,6.2,0.18,28.0,7.0,65.0,1.33,23.3,FIELD_0023
3386746,"Tama silt loam, driftless, 0 to 2 percent slopes",Muscatine,5,Somewhat poorly drained,18.0,41.0,5.0,5.6,0.23,28.0,3.0,69.0,1.21,23.9,FIELD_0023
